smiles,L,Bmin,Bmax,bur_shell,bur_vol,max_distance,tot_V,disp,max_axis,A2,min_axis
COC(=O)/C=C/c1ccc(N(=O)=O)cc1,9.03298594,2.18324859349057,8.656253301197212,0.0,27.81841703255921,11.05030721621181,82.55444288130823,9.52077882849055,10.941589648256521,0.39965705379724137,0.15769273998484967
COC(=O)/C=C/c2ccc1OCOc1c2,9.5324519,2.174163095017025,7.467195820690355,0.0,27.820824610054647,11.198186655367282,115.30175629240249,3.384101954668519,11.080401540921336,0.43556657181163144,0.1945874755064804
COC(=O)/C=C/c1ccco1,8.02134579,1.905885750879305,6.857983200002132,0.0,27.822261150975947,9.337191415338504,67.98853324077083,3.4653440398190862,8.949861784378532,0.47109432265605916,0.2013162427140169
COC(=O)/C=C/CCc1ccccc1,9.78703189,2.0115045120277824,8.74842724131591,0.0,27.804715361338822,12.26714163086098,156.7414927545985,3.1026136792231145,12.210742566309792,0.3653434021291724,0.2356440530606569
CCCCCCC/C=C/C(=O)OC,8.09757464,2.032971159476463,11.175894965925115,0.0,28.606669349594288,13.735031858371944,132.99613639884498,10.819370122543432,13.49286268784066,0.24349019535539668,0.22235415251315183
COC(=O)/C=C/C(C)C,5.48160643,2.0800805537048226,6.764447932131754,0.0,27.269980149183997,8.768884205581747,103.21989025502687,3.859394064726346,8.558178843550714,0.46102362167509786,0.35718740889203837
CC(=O)c2ccc1ccccc1c2,8.2747515,1.9426838096253958,7.125901630004353,0.0,32.455233991948454,9.353786860855388,89.48812850400748,7.993072714995177,9.112217631473843,0.5981906544575221,0.19772134263437782
CCC(=O)c2ccc1cc(OC)ccc1c2,6.1658304,1.9935532600000005,10.53904059007201,0.0,29.78755255136073,13.048945418261908,128.0008329716967,10.116602312611354,13.030837220860153,0.41712232846611674,0.13868592856102413
CC(=O)c1cccc2ccccc12,5.58603396,2.560092039360259,7.3754788974573025,0.0,33.292277485544005,8.310959536293778,141.1895631283693,3.4317843730581163,8.229649060379261,0.7964927656050069,0.31803638719642074
CC(=O)c1ccccc1,6.20518622,1.9181836953181053,5.818359040001022,0.0,32.464002417361,7.299603441444001,56.849647253892094,5.9301283956866016,7.247709946255352,0.6007399756431812,0.24856434279477344
CC(=O)c2ccc(c1ccccc1)cc2,7.462333109999999,2.1565727811071174,9.635497001128396,0.0,32.461110639204485,11.594305979112292,125.60870247818659,3.004899488142389,11.553691573453111,0.3524429566590753,0.23108331230224277
CC(=O)c1ccc(C(C)(C)C)cc1,6.80580921,2.2401579658621804,8.404710550003928,0.0,32.451041691326274,9.748521969267063,178.36744862893804,3.490861858903011,9.47367528481121,0.4586324581791015,0.4573991235089654
COc1ccc(C(C)=O)cc1,6.93466218,1.9934223599999998,7.317483840000606,0.0,28.61495464922865,9.343602070889863,75.03091707502921,3.1671349951192194,9.304271799891712,0.479660249479091,0.1942045316342502
COc1ccc(C(C)=O)cc1OC,6.96705358,1.9941051399999998,7.2791353846353966,0.0,29.04755140946962,9.331850237731652,109.1710019537106,3.8788215435987246,9.298869690843155,0.6983406130914083,0.19442383753354542
CC(=O)c1cc(C)cc(C)c1,7.24084544,1.9236000007713843,6.921831928740587,0.0,32.474512122015966,7.9641649210816485,94.67100572818448,3.616331308979441,7.250327617244942,0.9116532868302847,0.272467304230012
CC(=O)c1cccs1,5.97529878,1.938375300068099,5.740120435450668,0.0,32.278601755394924,6.968856766596633,42.77357646774756,5.227338905970087,6.668591744747241,0.5355202074551172,0.26933780112598227
O=C1CCc2ccccc12,6.50675164,1.9284175674012864,5.644819480082594,0.0,31.079206817802042,6.449384694722594,56.43882026317059,5.246420890958144,6.367095601799072,0.7773634318626338,0.28127407660782594
